no;date;permno;ret_excess;beta;bm;log_mktcap
393;01/08/2020;43;-0.078135228;1.316794021;0.52541206;10.54761401
394;01/08/2020;44;0.110246464;1.278551726;0.622876219;9.421015713
395;01/08/2020;45;0.052874502;0.637548354;0.558340401;10.24214538
396;01/08/2020;46;0.07893944;0.956736064;0.441287523;10.28765917
397;01/08/2020;47;0.045709951;1.109971211;0.644666536;10.39598296
398;01/08/2020;48;0.053883312;1.096547248;0.544339404;10.18362056
399;01/08/2020;49;0.001464312;1.152169746;0.557794689;11.98278464
400;01/08/2020;50;-0.091648914;0.910868397;0.407816504;8.033223092
401;01/09/2020;1;-0.122681509;0.758933316;0.475067329;10.54472825
402;01/09/2020;2;0.003615287;1.060293348;0.377810135;10.52970821
403;01/09/2020;3;-0.042139311;0.692170955;0.492746035;9.287044699
404;01/09/2020;4;-0.089936441;1.127074145;0.636490125;10.05912973
405;01/09/2020;5;0.041744132;1.140590355;0.454246898;9.089062897
406;01/09/2020;6;0.015344474;0.618823427;0.506520022;9.255727325
407;01/09/2020;7;0.146328305;1.18778429;0.578398034;7.788359647
408;01/09/2020;8;-0.11215025;0.955101579;0.341229193;11.27005145
409;01/09/2020;9;-0.051778808;0.865236645;0.363063569;9.452816068
410;01/09/2020;10;-0.007494709;1.089157489;0.40724802;10.60502027
411;01/09/2020;11;-0.140779008;1.256123421;0.530084156;9.725329333
412;01/09/2020;12;-0.028470587;1.313026027;0.508046895;12.02384147
413;01/09/2020;13;-0.070817118;0.759890793;0.624674683;10.24206171
414;01/09/2020;14;-0.2147639;0.912461007;0.37655509;12.21884144
415;01/09/2020;15;-0.028383716;1.029276296;0.456093071;10.16422733
416;01/09/2020;16;-0.053407216;1.013203815;0.289840605;11.45097594
417;01/09/2020;17;0.113301019;0.910992797;0.661875617;10.12341601
418;01/09/2020;18;-0.060406892;0.531577523;0.608432849;10.34880144
419;01/09/2020;19;0.05575116;0.944323526;0.435919909;9.756998458
420;01/09/2020;20;0.014262929;0.763639274;0.474718017;10.10261574
421;01/09/2020;21;-0.123686021;1.006625055;0.486517073;10.71622195
422;01/09/2020;22;0.037414397;0.832456598;0.679535599;10.48989709
423;01/09/2020;23;-0.010608612;0.976477784;0.503839672;8.357343417
424;01/09/2020;24;0.016606199;0.851695486;0.541299829;11.2162814
425;01/09/2020;25;0.065803485;0.918330606;0.569957212;9.256347561
426;01/09/2020;26;0.011396292;0.924445848;0.568979094;10.94308241
427;01/09/2020;27;0.158515916;1.265673342;0.332894053;9.876497924
428;01/09/2020;28;0.011555344;1.143287261;0.574004831;10.07055077
429;01/09/2020;29;-0.125399904;0.953542162;0.40758751;10.52047321
430;01/09/2020;30;0.074186478;0.75475462;0.496831143;9.10016091
431;01/09/2020;31;-0.122290161;1.209507618;0.307220702;9.932353578
432;01/09/2020;32;-0.191889413;0.712718563;0.521430303;9.302976452
433;01/09/2020;33;-0.080993639;0.763506214;0.399496113;10.68120929
434;01/09/2020;34;-0.074467723;0.844759033;0.282104651;10.33421619
435;01/09/2020;35;-0.060750592;0.805537298;0.332745087;8.577270563
436;01/09/2020;36;0.160675957;0.819268488;0.357927786;9.687497803
437;01/09/2020;37;0.163559945;1.257440789;0.555053164;9.401685588
438;01/09/2020;38;0.07260911;0.97876248;0.531043318;9.336619243
439;01/09/2020;39;-0.127383493;0.856825809;0.568507391;10.00570825
440;01/09/2020;40;0.002314656;1.134344439;0.446808951;8.182770926
441;01/09/2020;41;0.048712123;1.039526725;0.518178546;11.92491855
442;01/09/2020;42;-0.01370275;0.755980655;0.541159618;10.47602217
443;01/09/2020;43;0.017174548;0.887806976;0.491494095;8.065556791
444;01/09/2020;44;-0.094479391;1.106746527;0.38932938;9.086179989
445;01/09/2020;45;-0.128762031;1.390063093;0.61291336;10.37042013
446;01/09/2020;46;0.140776574;1.316388646;0.666801562;7.706703546
447;01/09/2020;47;0.026737269;1.167557504;0.701910293;9.517976511
448;01/09/2020;48;-0.040839764;0.997386067;0.589254804;9.980755097
449;01/09/2020;49;0.032527122;0.654840808;0.481279532;11.27042525
450;01/09/2020;50;0.206248097;0.853829285;0.487230258;11.67596458
451;01/10/2020;1;0.036266696;0.956917227;0.469466986;11.32330981
452;01/10/2020;2;0.141140464;1.098041334;0.473713316;11.48187354
453;01/10/2020;3;0.136754431;1.011878685;0.494853136;9.503521161
454;01/10/2020;4;-0.040717615;1.011662411;0.302733664;11.13795383
455;01/10/2020;5;0.076254173;1.367672621;0.501122825;10.04110688
456;01/10/2020;6;-0.065120082;1.07753018;0.523534486;11.81238499
457;01/10/2020;7;-0.147365578;0.943889855;0.404963015;10.33475734
458;01/10/2020;8;-0.12016658;0.914296452;0.324285202;10.68588368
459;01/10/2020;9;-0.014872048;1.019064987;0.464003935;10.38353946
460;01/10/2020;10;0.179706243;0.837333718;0.187841044;10.81768559
461;01/10/2020;11;0.010480872;1.273638015;0.667254711;10.38414101
462;01/10/2020;12;-0.080283797;0.942492794;0.569054982;9.551595641
463;01/10/2020;13;0.023037496;0.894289515;0.402332968;10.10789665
464;01/10/2020;14;0.069797519;0.825397415;0.501513418;12.93982116
465;01/10/2020;15;-0.129520173;1.187178614;0.483454582;8.922702049
466;01/10/2020;16;-0.105468022;0.744546535;0.333978663;10.50530805
467;01/10/2020;17;-0.194160749;0.906252032;0.412156562;10.41940303
468;01/10/2020;18;-0.126956059;1.062503255;0.596581584;11.0079729
469;01/10/2020;19;-0.088743881;0.97833554;0.384417869;7.680432674
470;01/10/2020;20;-0.029191576;1.050158083;0.424860429;8.738526011
471;01/10/2020;21;0.141009405;0.736761321;0.425491564;10.12824494
472;01/10/2020;22;0.088864143;0.91398491;0.622705249;9.072371793
473;01/10/2020;23;0.027297432;0.65917806;0.480914201;9.570131609
474;01/10/2020;24;-0.056664147;0.831572527;0.555431075;10.67902664
475;01/10/2020;25;-0.004020694;1.229650119;0.577143313;9.967697395
476;01/10/2020;26;0.054761225;1.050566307;0.46199332;9.21859552
477;01/10/2020;27;-0.050403332;1.017057437;0.387144861;9.709126614
478;01/10/2020;28;0.105907013;0.813274774;0.517010178;11.7317008
479;01/10/2020;29;0.109745357;0.888636079;0.464145767;11.60134598
480;01/10/2020;30;-0.116650463;0.796725936;0.644293849;9.549659638
481;01/10/2020;31;-0.074691131;1.01070505;0.448005314;11.54629073
482;01/10/2020;32;0.120673873;1.153026721;0.468935791;10.61066264
483;01/10/2020;33;-0.168721988;1.059838963;0.568273746;10.89297429
484;01/10/2020;34;0.041970989;0.87647685;0.433642158;9.035764337
485;01/10/2020;35;0.023349876;1.110557463;0.498204945;8.462465874
486;01/10/2020;36;0.31959012;1.0775817;0.549659102;11.32901968
487;01/10/2020;37;-0.272968034;1.168642188;0.45957253;9.26664453
488;01/10/2020;38;-0.08407958;0.911874483;0.378835119;9.369095398
489;01/10/2020;39;0.067402867;0.764126925;0.531274372;10.21988842
490;01/10/2020;40;0.167432651;0.983086187;0.472013814;8.351560564
491;01/10/2020;41;0.083968708;1.060555539;0.298014487;10.59230991
492;01/10/2020;42;-0.142836844;1.311818746;0.526957886;11.32589192
493;01/10/2020;43;0.223938817;0.986067495;0.513179925;9.885440885
494;01/10/2020;44;-0.175726622;1.085407883;0.332122873;8.271880529
495;01/10/2020;45;-0.111301609;0.98334736;0.44741205;9.411115456
496;01/10/2020;46;-0.004314039;1.431279548;0.482487538;9.442874822
497;01/10/2020;47;0.222558691;1.267593612;0.444336924;11.04774047
498;01/10/2020;48;0.050631659;0.953539111;0.555184841;11.05602859
499;01/10/2020;49;0.073039605;0.974519182;0.342394849;10.29961318
500;01/10/2020;50;0.172807759;0.995662919;0.404570723;9.61485253
501;01/11/2020;1;0.098477997;1.022650817;0.455013658;9.853188743
502;01/11/2020;2;-0.122473788;0.886980918;0.64439064;10.67390356
503;01/11/2020;3;0.070972622;1.016140077;0.484474591;10.81158892
504;01/11/2020;4;-0.010921999;0.860845719;0.397828109;11.75608326
505;01/11/2020;5;0.17826079;0.780759573;0.653846975;8.782600038
506;01/11/2020;6;-0.024344468;1.160888112;0.476882403;10.37727286
507;01/11/2020;7;-0.152710702;1.131328824;0.555192386;10.25870763
508;01/11/2020;8;0.049183437;0.886393865;0.612179404;8.276750664
509;01/11/2020;9;0.035450366;1.254557168;0.540954539;9.788242366
510;01/11/2020;10;-0.001762635;0.961491217;0.630026153;9.447753533
511;01/11/2020;11;-0.105655032;0.943266956;0.420907873;8.832109334
512;01/11/2020;12;-0.083891467;0.809265657;0.659861945;10.24971742
513;01/11/2020;13;-0.001262572;0.995129871;0.317709973;7.607560775
514;01/11/2020;14;0.103811015;0.972602807;0.402463689;11.0725412
515;01/11/2020;15;-0.036445771;1.013503678;0.441353934;11.49466365
516;01/11/2020;16;-0.087144947;1.089033672;0.523310955;11.25137268
517;01/11/2020;17;-0.270420303;1.181320078;0.452655138;10.9134295
518;01/11/2020;18;0.049424984;1.065482113;0.558311098;10.24769917
519;01/11/2020;19;0.042734032;1.198512325;0.542002945;10.16066879
520;01/11/2020;20;0.130919086;1.213080115;0.567886091;9.88640316
521;01/11/2020;21;0.146672264;0.413903589;0.648246103;9.239418286
522;01/11/2020;22;-0.014305607;0.927445251;0.357471596;10.20814719
523;01/11/2020;23;0.129851373;1.113986508;0.596997498;10.75135044
524;01/11/2020;24;0.000131355;0.776072906;0.473453423;8.691492957
525;01/11/2020;25;-0.067641008;0.807869928;0.419689445;9.749838799
526;01/11/2020;26;-0.08481966;1.054747294;0.32229659;9.661038242
527;01/11/2020;27;-0.03469411;0.911715342;0.415096311;10.3033975
528;01/11/2020;28;0.022747944;0.653702436;0.470052178;9.137538862
529;01/11/2020;29;-0.00274014;1.181170969;0.305975552;10.96012038
530;01/11/2020;30;0.020087779;0.831832072;0.463996721;9.49833959
531;01/11/2020;31;0.019894267;1.077269571;0.551010619;11.2701477
532;01/11/2020;32;0.071459936;1.082486023;0.370202958;9.488468806
533;01/11/2020;33;-0.027318177;1.304253729;0.49951526;11.20913393
534;01/11/2020;34;0.163534746;1.039312847;0.365514777;9.663749494
535;01/11/2020;35;0.043769389;1.133122071;0.494831581;10.64711242
536;01/11/2020;36;-0.119353585;1.228118218;0.589484979;10.27733129
537;01/11/2020;37;-0.02766498;0.918723774;0.282011773;9.908748346
538;01/11/2020;38;0.051588305;0.668887729;0.730641643;11.49483588
539;01/11/2020;39;-0.041105533;1.028586007;0.383224964;10.18412187
540;01/11/2020;40;0.034499505;1.265182862;0.594042972;10.42555186
541;01/11/2020;41;0.043439586;0.718744468;0.70791016;9.857780835
542;01/11/2020;42;0.130347768;1.202426323;0.405617598;9.593875965
543;01/11/2020;43;-0.065169591;0.987973831;0.432454585;12.20844732
544;01/11/2020;44;-0.001688086;1.019896285;0.602165033;9.788682202
545;01/11/2020;45;-0.056769246;0.93015564;0.418249657;10.14380438
546;01/11/2020;46;-0.112713287;1.207370656;0.404287927;10.3313355
547;01/11/2020;47;-0.184897031;1.284831296;0.658111928;10.17377403
548;01/11/2020;48;0.019552906;1.314169758;0.67664428;11.42894003
549;01/11/2020;49;0.060156523;0.806519853;0.477296484;8.831003862
550;01/11/2020;50;0.063915816;1.151857169;0.728111019;9.652402333
551;01/12/2020;1;-0.138999282;0.924762069;0.690374722;8.862745849
552;01/12/2020;2;-0.112967785;0.803318117;0.493137846;9.307609175
553;01/12/2020;3;-0.114115419;1.07797902;0.418614086;10.49345739
554;01/12/2020;4;-0.06886715;0.996409857;0.432674469;10.84500156
555;01/12/2020;5;0.017019782;1.158344921;0.640203046;12.84782505
556;01/12/2020;6;0.059448343;1.358479575;0.554001661;10.50239604
557;01/12/2020;7;-0.081503265;1.207343377;0.564227417;9.705390065
558;01/12/2020;8;-0.286434684;0.860862877;0.498728024;8.995341341
559;01/12/2020;9;0.095382348;1.027924533;0.518287955;10.40515791
560;01/12/2020;10;0.061528477;1.282649099;0.451148542;10.92771569
561;01/12/2020;11;-0.07008707;1.234887519;0.613523674;9.571982466
562;01/12/2020;12;-0.107366134;0.683043683;0.467394898;10.26731429
563;01/12/2020;13;-0.02999912;1.189285984;0.699186253;10.24452348
564;01/12/2020;14;0.010810656;0.931897183;0.558677289;9.599520855
565;01/12/2020;15;0.072320076;0.874927462;0.598833322;10.7801069
566;01/12/2020;16;0.13900951;0.779759554;0.647562394;8.570170649
567;01/12/2020;17;-0.08488834;0.937640908;0.495304662;12.0238034
568;01/12/2020;18;0.029072284;1.137731301;0.32324689;10.05408462
569;01/12/2020;19;0.133417603;1.287054376;0.439036603;10.42661764
570;01/12/2020;20;-0.090134216;1.02778142;0.559325691;10.10745264
571;01/12/2020;21;-0.022276341;0.985389523;0.620338722;8.674431078
572;01/12/2020;22;-0.177146803;0.959532812;0.520825683;10.59059032
573;01/12/2020;23;0.028742225;1.190759867;0.583913936;9.885271423
574;01/12/2020;24;-0.064119176;0.783761311;0.594304143;8.97786653
575;01/12/2020;25;-0.092493764;1.050003741;0.602809312;10.38290362
576;01/12/2020;26;-0.077997747;1.204324396;0.574756384;8.05066162
577;01/12/2020;27;0.044450337;1.212370302;0.480857293;11.53574023
578;01/12/2020;28;-0.2162469;1.083414042;0.602469016;9.099478909
579;01/12/2020;29;-0.04255109;0.76752677;0.449577803;9.876552824
580;01/12/2020;30;-0.101371766;0.835783054;0.534854886;11.85216156
581;01/12/2020;31;-0.096211903;0.855902348;0.449062612;8.551790746
582;01/12/2020;32;0.047463463;0.711345606;0.547782446;11.67794377
583;01/12/2020;33;0.035175427;1.008004067;0.55009854;10.80712628
584;01/12/2020;34;-0.010702036;1.244589337;0.489441948;10.71641672
585;01/12/2020;35;0.053751726;0.510661217;0.502730874;7.810746722
586;01/12/2020;36;-0.06021049;1.151677578;0.54337158;9.757671738
587;01/12/2020;37;-0.202329765;0.959467669;0.386893552;8.605712019
588;01/12/2020;38;0.115442128;0.846173231;0.60206869;9.291454085
589;01/12/2020;39;-0.0230693;1.154001762;0.526927429;10.43861371
590;01/12/2020;40;-0.036508877;1.129677032;0.554854864;9.11663108
591;01/12/2020;41;0.015751793;1.019243476;0.483057884;11.0877691
592;01/12/2020;42;0.076593222;0.816071329;0.312155975;10.0489248
593;01/12/2020;43;0.042608697;0.859027645;0.57483072;8.413395927
594;01/12/2020;44;0.09272654;0.676553188;0.473989986;10.85576251
595;01/12/2020;45;0.004613459;1.376178782;0.561826066;9.397006328
596;01/12/2020;46;-0.050428564;0.968881128;0.704793696;8.963044178
597;01/12/2020;47;-0.030044941;0.84909725;0.384437516;11.18336479
598;01/12/2020;48;0.082291598;0.567809511;0.635294141;10.31782205
599;01/12/2020;49;-0.08492688;0.914107664;0.463247802;10.49388746
600;01/12/2020;50;-0.09536101;0.890174419;0.494168954;10.31628217
